date,open,high,low,close,market_cap,avg_block_size,blocks_size,cost_per_transaction_percent,cost_per_transaction,difficulty,est_transaction_volume_USD,est_transaction_volume,hash_rate,median_confirmation_time,miners_revenue,n_transactions_excl_chains_longer_than_100,n_transactions_excl_popular,n_transactions_per_block,n_transactions,n_unique_addresses,output_volume,total_bitcoins,trade_volume,transaction_fees_USD,transaction_fees,mempool_count_mean,mempool_count_stddev,mempool_count_min,mempool_count_max,mempool_growth_mean,mempool_growth_stddev,mempool_growth_min,mempool_growth_max,mempool_size_mean,mempool_size_stddev,mempool_size_min,mempool_size_max,wallets_created,transactions_per_sec_mean,transactions_per_sec_stddev,transactions_per_sec_min,transactions_per_sec_max,utxo_count_mean,utxo_count_stddev,utxo_count_min,utxo_count_max,news_stories_total,news_stories_positive,news_stories_negative,news_stories_neutral
5/13/2017,1723.12,1812.99,1651.08,1804.91,29471223857,0.955090025,115169.1481,0.907749731,12.24916757,5.59971E+11,444311275.7,250751.3164,4398136.043,13.48333333,3885820.587,244156,322439,2083.962025,329266,623293,3010157.614,16328387.5,111469417.3,533692.3858,301.1944005,148801.7819,10337.29656,79819,171215,1351.645139,763.5485044,404.6166667,14360.25,102689893.5,7141959.719,59500887,116877316.5,13681547,3.068252315,0.833130386,0.766666667,10.03333333,52585303.92,28189.58682,52551404,52644359,200,32,113,55
5/12/2017,1845.76,1856.15,1694.01,1724.24,28150631936,0.954580519,115018.2439,0.65336519,12.16879616,5.59971E+11,591706179.2,343919.5429,4286790.827,19.025,3731717.867,209738,310036,2062.974026,317698,600568,3073037.692,16326412.5,139214052.7,554081.0908,322.0505754,150466.0642,9025.79299,61773,166150,1526.909967,790.1384474,365,13465.78333,109796907.5,6601155.587,47522401,119475141.2,13658065,3.253193754,0.875395187,0.816666667,13.43333333,52479980.42,30112.00838,52432057,52547373,242,41,157,44
5/11/2017,1780.37,1873.93,1755.35,1848.57,30176934751,0.961242696,114871.2385,0.539797511,12.15307754,5.59971E+11,663588561.1,364410.7634,3757901.049,13.85,3468076.526,204519,288009,2183.281481,294743,568521,3043753.158,16324487.5,151505814.8,509112.9587,279.5802291,117986.3468,17651.6033,42084,162779.8,1681.819282,954.424793,481.2666667,15567.58333,103709968.5,6638841.825,36462437.17,116861610,13634929,3.662523148,0.892120662,1.666666667,9.183333333,52335523.17,41899.10057,52263958,52416681,24,12,4,8
5/10/2017,1756.52,1788.44,1719.1,1787.13,29170965564,0.960165791,114741.4707,0.517464336,12.19033687,5.55093E+11,733569624.9,416118.5243,4119773.002,17.45,3665040.514,193152,302641,2103.993243,311391,592447,3874769.785,16322800,131817395.9,534621.6262,303.264959,100005.2556,16006.25343,77475.5,129484,1930.595822,1519.402587,763.7833333,32301.01667,89670385.55,13711111.26,71528359.5,110263519,13611433,3.820590278,0.793266971,2.033333333,7.916666667,52186032.33,45627.22312,52119603,52269069,33,16,13,4
5/9/2017,1723.89,1833.49,1716.3,1755.36,28649119972,0.987786523,114599.3662,0.506500954,11.58520894,5.21975E+11,761394965.4,442341.0289,4021861.587,10.61666667,3715393.611,224910,326342,2147.606452,332879,621156,3162517.251,16320950,167512042.5,521483.1348,302.9615336,55143.00336,11088.29733,41119,81048.5,1970.787037,1054.587893,843.1333333,22117.7,59951281.92,5783576.721,51989606.33,72681978,13587310,4.263275463,1.095945225,2.183333333,8.2,52047069.88,24055.5093,52017409,52110115,53,21,14,18
5/8/2017,1596.92,1723.35,1596.92,1723.35,28123369330,0.968144156,114446.2593,0.585745433,11.53276529,5.21975E+11,718838977.1,438151.014,4670548.939,14.275,4062173.201,245245,356775,2028.311111,365096,691480,3877215.601,16319012.5,139627613.3,519173.2201,316.4495528,35977.79809,7334.013683,21809.33333,51857,2057.223067,1281.000081,814.75,25754.53333,49784378.83,3892123.402,41880982.67,57858910,13564021,4.310625,1.26625336,2.166666667,9.95,51948912.83,27171.40624,51919720,52018627,24,12,9,3
5/7/2017,1579.47,1596.72,1559.76,1596.71,26053077975,0.964836443,114271.9933,0.853642248,11.49205505,5.21975E+11,425425969.1,276993.7589,4333231.516,15.4,3505619.688,234136,309348,1892.281437,316011,581369,2213326.704,16316762.5,62492472.19,425490.4625,277.0357503,47379.33571,12047.83353,16552.5,74125,1697.281875,1312.70709,572.2833333,23748.68333,57089248.43,9331420.9,24932253,74614629,13542684,3.464328704,1.011786159,1.083333333,10.21666667,51890460.08,36746.19884,51837097,51940856,15,10,4,1
5/6/2017,1556.81,1578.8,1542.5,1578.8,25757608890,0.964933173,114110.8656,0.789491583,10.30140883,5.21975E+11,473676745.1,303559.1187,4359179.01,15.63333333,3610789.203,265464,357071,2160.845238,363022,677421,2713257.082,16314675,68907283.75,462776.6151,296.5736927,82354.33872,23876.84719,0,131596,1560.892199,668.5264218,445.3166667,6922.716667,74393989.39,10065018.2,0,95158488,13523985,3.486608796,1.035739368,1.2,8.283333333,51847441.17,34227.58745,51810003,51928937,24,9,9,6
5/5/2017,1540.87,1618.03,1530.31,1555.45,25373374563,0.961245868,113948.7568,0.501872073,10.75320526,5.21975E+11,572492738.3,373364.4061,3347226.74,13.25,2779169.817,182651,261046,2071.263566,267193,523629,2863316.311,16312575,136654833.5,400678.3705,261.3116845,99763.58565,22830.59099,66418,141646,1804.695914,1172.946681,702.3,23594.93333,78769553.76,12213883.9,59835912.5,99796834,13503518,3.689571759,1.048224804,1.6,9.55,51745441.67,35431.3973,51689845,51807691,23,16,5,2
5/4/2017,1490.72,1608.91,1490.72,1537.67,25080858487,0.971046744,113824.7561,0.604810658,10.23463428,5.21975E+11,600287612.5,397991.6109,4359179.01,11.76666667,3500746.022,236867,347771,2111.529762,354737,676230,2892428.858,16310962.5,178681011.6,463189.9968,307.0956807,62309.99433,11691.38783,37123,79554,2020.12066,1368.350158,724.3166667,18156.63333,55043150.76,4988734.119,44779832.67,66467138.5,13480936,4.193217593,1.219750308,1.933333333,9.3,51601962.13,44858.91547,51531231,51684595,41,17,15,9
5/3/2017,1453.78,1492.77,1447.49,1490.09,24301634925,0.995290871,113661.6203,0.597603292,9.691347142,5.21975E+11,478643852.4,317492.173,3425069.222,18.575,2760373.225,205663,289205,2235.977273,295149,547221,2625551.836,16308862.5,98768076.02,372889.6033,247.3436771,42901.09329,11740.93378,22947,69038,1661.903356,753.7147074,696.4,16161.4,41634089.94,5563340.049,32819475.5,53488598,13459052,3.771238426,1.018737154,1.933333333,8.033333333,51474717.92,23391.05979,51435547,51533259,28,14,11,3
5/2/2017,1421.03,1473.9,1415.69,1452.82,23691443738,0.980238127,113530.2419,0.710110783,9.796471792,5.21975E+11,459618754.8,316525.2121,4099704.069,9.733333333,3149553.468,217142,327015,2108.613924,333161,609090,2531694.305,16307212.5,86306466.16,395951.671,272.6796618,22339.50932,7003.713681,11182,37787.5,1814.742674,833.3932854,720.4333333,19445.8,27525424.91,5378589.754,19197965.5,37312828.5,13439324,3.980300926,1.05077198,2.116666667,7.85,51369266.88,24425.96111,51343043,51427372,49,18,19,12
5/1/2017,1348.3,1434.32,1348.3,1421.6,23179524919,0.977420893,113375.3643,0.673534354,10.10888755,5.21975E+11,442436010.5,312196.2308,3892124.116,14.75,2878277.982,193785,288424,1965.24,294786,542847,2509004.846,16305237.5,102136864.5,322759.5004,227.7488656,13410.7375,13691.80566,1341.5,46463.5,1776.313808,877.6125237,590.85,16619.85,13901611.7,8355746.75,3581811,30988792,13419295,3.605902778,0.880105463,1.916666667,12.43333333,51273275.46,20557.34031,51253078,51333711,28,12,7,9
4/30/2017,1321.87,1347.91,1314.92,1347.89,21975104909,0.971893517,113228.7511,1.044855505,10.03044569,5.21975E+11,270224936.6,199722.127,3918071.61,14.5,2720215.547,209172,276157,1864.165563,281489,526652,1786432.985,16303362.5,43853713.71,269664.1329,199.3076394,9074.10125,3874.644377,1994,18525.5,1463.853623,681.0227816,563.3333333,11187.36667,14383191.15,5273362.766,5961152.333,23460901.5,13401555,3.155208333,0.802961155,1.616666667,9.533333333,51254800.88,27948.52867,51206753,51288420,9,3,4,2
4/29/2017,1317.84,1327.2,1315.21,1321.79,21547126640,0.971570312,113081.9952,0.901246698,9.460795903,5.21975E+11,358298055.7,268392.2711,4488916.48,9.866666667,3119178.521,243524,335709,1972.942197,341319,634025,2085973.148,16301475,45569576.92,342257.2281,256.3764812,27209.20075,12034.03742,8102.5,55954.5,1588.672106,780.4148361,657.5333333,16332.91667,29307822.96,6588879.757,18492595.5,42931389.5,13386157,3.495717593,0.956473069,1.95,21.31666667,51231654.71,22862.731,51198376,51276737,7,3,1,3
4/28/2017,1317.74,1331.28,1292.37,1316.48,21457669552,0.996674537,112913.9135,0.614733573,8.5026213,5.21975E+11,422232300.4,317159.2184,3528859.199,13.5,2501502.231,204290,299621,2244.639706,305271,582826,2454474.324,16299312.5,61518505.25,332403.1782,249.6841954,55462.23038,11547.21895,34272.5,83409,1641.152928,557.4634202,789.8,7842.3,42551733.74,6030696.549,33459767,55334295.5,13369326,3.685729167,0.881002279,2.166666667,13.93333333,51134208,43313.24585,51057695,51206175,29,10,14,5
4/27/2017,1281.88,1319.7,1281.3,1317.73,21475836448,0.96761798,112778.3658,0.698469764,9.457037685,5.2184E+11,403324576,299790.6887,3814281.634,20.25,2725014.35,191750,291567,2026.421769,297884,554691,2636893.447,16297612.5,62204334.61,345012.3995,256.4473157,39503.76227,12026.92567,20599,63021.5,1689.145289,733.4011963,639.8833333,9348.516667,32217887.4,5969674.916,22233867,43668173.5,13350970,3.632361111,0.877363459,1.783333333,7.5,51014614.42,21472.61095,50989789,51061817,30,10,13,7
4/26/2017,1265.99,1294.83,1265.93,1281.08,20876159410,0.971854882,112636.126,0.75725084,8.479006853,5.20809E+11,374510235.1,286080.0627,3961100.134,17.975,2740621.523,221539,328038,2186.084967,334471,606556,2429753.953,16295775,64754541.5,332309.2651,253.8436777,35998.4331,8475.203546,24294.5,54408,1615.579074,655.2789571,634.45,15992.65,30554354.25,3223733.195,25407602,37123283.5,13332202,3.656608796,0.831097137,1.566666667,7.05,50952022.33,23167.50398,50889893,50986735,28,15,8,5
4/25/2017,1250.45,1267.58,1249.97,1265.49,20619704237,0.966010324,112487.4322,0.691851913,8.342193256,5.20809E+11,392344255.7,306659.1775,3831652.417,24.675,2615123.621,215211,319182,2198.560811,325387,580200,3246840.061,16293862.5,45876269.77,347524.065,271.6273843,50699.09306,8625.382828,30445,66386.5,1558.099815,564.7382946,484.5833333,7103.8,31951145.55,3588311.977,23458468,38886215,13313643,3.605138889,1.028688281,1.433333333,8.633333333,50832400.38,26062.30748,50794678,50884935,39,19,10,10
4/24/2017,1209.63,1250.94,1209.63,1250.15,20367443800,0.963089903,112344.4626,0.796504848,9.857036836,5.20809E+11,275563451.4,218198.4686,3210303.377,11.8,2119150.856,150385,217457,1795.733871,222671,449880,1940799.634,16292012.5,39096538.33,237376.9482,187.9613798,18916.32216,19888.84464,939.3333333,62802,1597.848229,878.6877693,456.7666667,14288.01667,14013703.39,10102848.03,2836831.5,34842984,13295023,3.223796296,1.025510874,1.45,11.5,50759768,10946.06167,50743178,50777748,35,11,15,9
4/23/2017,1231.92,1232.2,1203.94,1207.21,19665994145,0.947631065,112225.0395,1.305652358,11.52065705,5.20809E+11,216214543.2,159473.7743,3961100.134,14.3,2732614.9,172039,240651,1601.562092,245039,490003,1577942.3,16290462.5,48203962.26,230042.7825,169.6730952,5912.134028,1832.986971,3105,13022,1343.241968,766.9027889,516.5666667,8776.45,17588642.22,4432456.89,6593188.5,28594146.5,13277259,2.798263889,0.781898717,1.4,6.166666667,50748621.42,10000.15804,50732335,50767525,3,2,0,1
4/22/2017,1222.71,1235.56,1208.47,1231.71,20062753908,0.97303251,112080.0519,1.128819855,9.994905943,5.20809E+11,237925578,176541.9441,3753983.787,14.475,2596344.05,181588,264058,1853.186207,268712,530089,1746209.312,16288550,47589977.23,243044.9158,180.3405178,8021.714815,2546.474362,3628,15947,1599.98309,890.0873392,446.7833333,15407.66667,23793555.75,7662240.502,11673081,36345922,13261327,3.053321759,0.931866401,1.4,9.016666667,50731895.96,19185.61728,50702777,50765622,5,1,4,0
4/21/2017,1229.42,1235.94,1215.56,1222.05,19903192286,0.975939323,111938.9622,0.899135666,9.356384251,5.20809E+11,343765582.7,259347.8557,4323553.741,14.875,2983037.75,217700,324844,1978.167665,330354,612635,2339052.357,16286737.5,42287714.17,323937.713,244.3890705,19125.71852,7108.600198,6608.333333,39138,1609.337963,796.1264488,647.9166667,16374.23333,23762907.32,4044060.831,15711044.67,32481620,13245107,3.474398148,0.907708786,1.833333333,7.733333333,50687378.88,26521.23056,50651447,50741493,25,11,8,6
4/20/2017,1211.08,1240.79,1208.41,1229.08,20015137622,0.974164381,111775.9804,0.702248283,9.442146413,5.20809E+11,362526871.2,280159.8695,3598646.527,12.15,2456659,184431,264274,1939.748201,269625,491206,2242157.587,16284650,61652281.03,297513.7265,229.9178721,24561.03183,11124.53647,9166,46396.5,1659.594433,745.211139,696.5833333,15446.96667,23995811.48,6181008.358,15083899.5,34817762.5,13228570,3.370810185,0.977137404,1.633333333,13.23333333,50648398.25,21495.34286,50612848,50677590,16,11,3,2
4/19/2017,1212.13,1215.51,1205.08,1210.29,19707045565,0.984213175,111640.5715,0.7959672,8.162534869,5.20809E+11,318007414.5,250893.4237,3702204.7,11.11666667,2444373.75,208584,303579,2168.559441,310104,566248,2176695.99,16282925,38464163.44,265578.4631,209.5293594,16352.48802,5194.774071,4105.25,29532,1539.988264,808.843911,643.7,15585.13333,17492969.13,3188508.61,10056282,24206620,13210892,3.457974537,0.767267862,1.883333333,7.25,50602419.63,31921.59464,50572063,50668326,8,4,2,2
4/18/2017,1193.77,1217.57,1193.77,1211.67,19727334977,0.955539788,111499.829,0.722743203,8.553550691,5.20809E+11,358703371.1,282978.3616,3779873.33,16.575,2500974.8,194014,296133,2075.965753,303091,553138,2456420.955,16281137.5,51782316.24,279134.2325,220.2068733,20828.27025,9160.991436,6829,39304.5,1547.251863,657.3987084,615.5666667,13133.23333,14597056.85,4446355.004,6935042.333,23265817,13193214,3.546030093,0.837192051,1.883333333,9.05,50508240.38,24620.62952,50485263,50567082,7,4,0,3
4/17/2017,1183.25,1194.9,1172.65,1193.91,19436033390,0.930786486,111360.3202,0.673646351,9.636526047,5.20809E+11,350736258,282897.4496,3572756.984,11.81666667,2278752.4,162518,239335,1776.695652,245184,469209,2451805.095,16279312.5,45260449.24,224067.0024,180.7283452,9299.28044,8457.315654,153,29094,1443.752199,555.205679,541.55,6556.683333,6055505.042,5003666.962,100451,16463839,13174781,3.003553241,0.768024544,1.1,7.5,50400664.71,43594.31073,50358170,50484255,12,4,3,5
4/16/2017,1172.61,1187.22,1172.61,1182.94,19255408766,0.927419253,111231.8717,0.967587853,11.36674565,5.20809E+11,248846278.5,205031.1267,3779873.33,9.266666667,2320594.4,151058,206989,1450.883562,211829,429263,1902570.095,16277587.5,19916836.26,192803.8632,158.8562769,4244.898611,2346.306443,490.5,12583,1241.289549,688.1049885,479.55,15018.1,5568383.086,2610364.288,586163.5,12334523.5,13157931,2.372349537,0.5763493,1.3,5.066666667,50317443,27249.57077,50277697,50372080,5,2,3,0
4/15/2017,1167.3,1188,1164.96,1172.52,19083656460,0.991744397,111096.4685,0.902678557,9.206351772,5.20809E+11,277386308.9,231541.1593,3909321.047,16.1,2416965,192826,267026,1801.165563,271976,520821,1615444.757,16275762.5,21547006.67,242681.7296,202.5723953,16053.40914,7988.728434,3948.666667,33020,1370.553461,744.7933603,518.1,13653.6,20340111.04,4855498.044,11497122.33,32700659,13143766,2.80875,0.642674475,1.4,5.483333333,50265070.29,37061.74534,50221946,50335052,6,3,1,2
4/14/2017,1170.33,1190.8,1159.79,1167.54,19000400018,0.995109367,110946.7151,0.664859951,8.199013346,5.20809E+11,357882778.2,296751.889,3598646.527,15.91666667,2292003,196552,284730,2087.827338,290208,558990,2216168.37,16273887.5,43219939.69,283994.2652,235.4844653,52205.0809,10350.30748,30977,70919.5,1393.422905,628.6325381,541.85,9061.816667,39885888.26,3325878.932,31543712.5,46002475,13129058,2.944618056,0.755236122,1.166666667,7.066666667,50134442.54,55501.43205,50036226,50227040,17,7,5,5
4/13/2017,1201.02,1205.89,1156.44,1169.28,19026699552,0.972980299,110808.3949,0.726301789,9.381428808,5.17808E+11,295378008.2,248404.6827,3287972.007,13.18333333,2072006.75,152565,224281,1800.622047,228679,449521,2143228.005,16272150,61700362.56,257639.5085,216.6676549,33459.94855,16779.61469,15499.5,70296,1616.356887,1268.886725,458.5,38066.08333,27899299.16,8458606.496,17829136.5,46363033,13112613,3.169143519,0.816590694,1.033333333,9.1,50019484.75,24142.03313,49979005,50056745,30,12,14,4
4/12/2017,1204.81,1207.14,1196.76,1200.37,19530680104,0.982567296,110684.8264,0.753654946,8.798438695,4.99636E+11,324655762.7,263669.0999,3526859.224,16.3,2357939.5,183991,273122,1958.401408,278093,548651,2068435.883,16270562.5,41882984.89,261226.712,212.1552116,16587.17876,7194.650536,6658,32404,1573.079734,714.6001586,638.3,12793.4,15923161.57,4084268.807,7546420,23586771.5,13095200,3.326076389,0.718302322,1.1,6.733333333,49906124,35416.50591,49858205,49979027,23,13,6,4
4/11/2017,1187.46,1208.07,1187.46,1205.01,19604036563,0.962831892,110545.3018,0.804764101,9.309705848,4.99636E+11,356178072.4,287518.6248,4147785.144,15.55,2769337.4,193400,302546,1843.670659,307893,582103,2024632.207,16268787.5,39985187.82,280398.2627,226.3466764,8727.741088,4633.148622,93.5,19587.5,1721.611933,746.085613,696.2333333,7637.95,9335647.278,4797130.011,110272.5,17406551.5,13078292,3.504293981,0.850727592,1.983333333,9.133333333,49796501.92,24608.49293,49765149,49854853,25,11,9,5
4/10/2017,1187.3,1190.34,1179.04,1187.13,19310642460,0.918110162,110384.5089,0.898658724,9.032715181,4.99636E+11,276910114.6,227965.8472,3675881.445,15.175,2406320.7,173622,270502,1861.459459,275496,548200,2088750.289,16266700,41204040.55,241281.9014,198.6349727,8793.578704,6782.4859,76,25286,1543.084421,578.5142429,517.8166667,10814.86667,6322650.363,5102095.513,39424.5,16661778,13060756,3.279872685,0.844329457,1.583333333,7.116666667,49715270.08,36061.15389,49659781,49781952,11,3,8,0
4/9/2017,1176.57,1197.21,1171.86,1187.87,19320511927,0.925461893,110248.6286,1.183878421,11.02086775,4.99636E+11,221823326.3,182076.1112,3949088.849,7.6,2532236.55,168049,234391,1498.654088,238286,489532,1512371.727,16264862.5,45470746.37,204747.2425,168.0597903,3276.981597,1925.052196,140,10831.5,1289.115463,721.2121776,409.3666667,19242.26667,4482849.083,4342080.262,124488,19022741.5,13044154,2.555219907,0.631175956,1.316666667,6.766666667,49637969.42,16746.09598,49616928,49676954,6,1,4,1
4/8/2017,1172.65,1184.98,1162.58,1175.95,19124327856,0.974429496,110101.4801,1.141570007,9.83568445,4.99636E+11,195546229.6,165045.7711,3402674.04,13.65,2143895.6,156151,223024,1656.635036,226959,468193,9838136.841,16262875,31335396.15,203327.107,171.6130208,6423.845718,1484.402901,4013,12630,1248.295613,578.7987504,496.1833333,15621.95,27312467.18,7468673.395,15889879.5,40130806.5,13029552,2.679479167,0.629694629,1.516666667,6.983333333,49640170.67,15594.24636,49619175,49673936,7,2,3,2
4/7/2017,1178.94,1186.58,1163.39,1176.9,19137747435,0.977586105,109967.9833,0.692814403,9.093102252,4.99636E+11,387791486.4,324783.4894,4023599.96,15.65,2599338,191454,290414,1823.845679,295463,542131,5893220.186,16261162.5,60427563.2,268825.2706,225.1467928,9416.97066,2875.822135,3760,17278,2017.482037,1179.966909,648,25315.86667,22771959.16,13125211,7755606,49321808.5,13013593,3.344814815,0.783823033,1.816666667,6.333333333,49642648.46,11039.34976,49626941,49668013,18,5,8,5
4/6/2017,1125.81,1188.37,1125.81,1182.68,19229356147,0.977744884,109809.6143,0.66228035,8.513648876,4.99636E+11,373394291.4,310928.713,3651044.408,11.53333333,2391592.35,191713,284981,1975.952381,290465,548639,2045375.195,16259137.5,92291084.79,266263.2707,221.7197691,12932.92303,3641.036067,4734.5,22342.5,1582.387014,778.5080264,540.8166667,15998.35,13166207.07,2103706.486,8338293.5,18010540.5,12995484,3.342303241,0.833685344,1.6,7.233333333,49579533.25,22835.51491,49551403,49624720,23,10,5,8
4/5/2017,1134.14,1135.09,1113.63,1124.78,18285857775,0.966858444,109665.8858,0.700988194,8.115687182,4.99636E+11,366491387.4,322587.2611,4023599.96,20.625,2485786.8,209789,311013,1954.04321,316555,577216,2295660.85,16257300,58001639.01,268458.8559,236.2986144,17541.60295,8798.430828,5720,41950.5,1578.424213,894.9940123,533.3333333,24643.16667,15308171.12,4764609.024,8464526.5,28056606,12976517,3.398101852,0.843096769,1.533333333,9.733333333,49480023.17,26310.52104,49454754,49548290,26,9,15,2
4/4/2017,1145.52,1156.44,1120.52,1133.25,18421262063,0.977861424,109509.2548,0.587951462,7.852275705,4.99636E+11,341916041.5,299821.1518,3104629.598,11.58333333,1939250.2,167982,251099,2048.12,256015,496730,2476603.498,16255275,67370298.18,228425.3646,200.3028451,19863.83542,10543.05091,7361.5,44397,1506.010579,752.9036403,570.8833333,16172.81667,15517861.21,5907438.988,7530896,27393806.5,12957995,3.225613426,0.783770011,1.566666667,7.35,49409904.63,27203.61141,49369181,49457220,17,5,6,6
4/3/2017,1102.95,1151.74,1102.95,1143.81,18591158323,0.878287341,109387.0221,0.783403253,9.592874472,4.99636E+11,352832392.7,309041.2479,4371318.475,8.183333333,2669294.6,179599,282680,1637.164773,288141,564024,4163240.214,16253712.5,90396475.17,252360.4432,221.03919,7000.032986,6364.469108,97.5,23333,1702.421238,944.1983359,620.1666667,13017.53333,4880827.209,4349430.92,59673.5,13967390,12938853,3.398425926,0.818991853,1.666666667,7.566666667,49350589.67,11094.60901,49322708,49371330,22,8,10,4
4/2/2017,1080.61,1107.59,1075.45,1102.17,17911915755,0.824273557,109232.4435,0.853507251,9.761605375,4.99636E+11,279296199.8,252573.883,3924251.812,12.625,2296746.6,169289,239570,1545.588608,244203,501562,4026308.736,16251512.5,59295644.26,199858.3175,180.7364057,3085.883333,2600.86527,83.5,12743,1332.948449,756.4627139,488.2666667,15555.91667,2181263.606,2031683.188,35225,9322979.5,12921247,2.681967593,0.721107087,1.216666667,7.633333333,49276501.83,22458.34959,49235826,49321163,1,0,0,1
4/1/2017,1071.71,1091.72,1061.09,1080.5,17557597716,0.967154985,109102.2083,0.728672484,7.844659186,4.99636E+11,275462685.1,252602.1872,3278488.856,21.175,1942180.5,182969,251056,1938.416667,255871,502790,2859605.756,16249537.5,40562346.19,207895.7907,190.6426324,12489.97986,4698.540292,2305,24107.5,1308.048912,599.0425471,491.85,17317,10894715.02,2957942.605,4494481,16395785.5,12905207,2.863888889,0.696419691,1.483333333,6.383333333,49216055.08,23099.59258,49192505,49260086,3,1,2,0
3/31/2017,1026.64,1074.92,1026.64,1071.79,17414322808,0.96052783,108974.5438,0.449457359,7.937702897,4.99636E+11,458122200.8,423794.8204,3352999.966,20.475,1987418.5,167372,253693,1921.503704,259403,489451,3573848.964,16247887.5,75018988.17,234876.4445,217.2770069,12518.0316,6095.274206,749.5,26040,1537.971956,1050.360234,597.9333333,24222.38333,8705769.044,4613356.041,806082,19942045,12888060,3.129930556,0.866335619,1.516666667,7.85,49145890.38,19355.13125,49125075,49184322,13,8,2,3
3/30/2017,1042.21,1049.29,1020.04,1026.43,16675587066,0.962550098,108844.8726,0.693251068,8.115090192,4.82855E+11,338050783.4,325048.8302,4073274.033,12.2,2262000,189341,283301,1760.902439,288788,521047,2164789.745,16246200,65011056.27,211540.6663,203.4044868,5912.834838,3889.206464,813.5,19291,1502.966609,494.8404695,545.1666667,7053.266667,6351109.211,3526392.692,1197533.5,17333071.5,12870915,3.237303241,0.75227261,1.533333333,7.583333333,49127405.38,18095.70797,49095786,49162910,18,11,5,2
3/29/2017,1046.08,1055.13,1015.88,1039.97,16893415156,0.973170391,108687.0144,0.751233894,7.09224807,4.75705E+11,268053545.3,257967.0342,3263345.893,19.675,1943117,200692,278596,2057.471014,283931,534779,1812147.843,16244150,61677763.73,221261.5869,212.9357972,15050.56701,5423.446536,3452.5,29023.5,1475.817755,875.8743055,515.3333333,15081.08333,15458747.32,2855812.564,10258942.5,22418621.5,12853530,3.150405093,0.732721878,1.583333333,7.05,49103963.75,28102.69923,49058114,49165140,19,7,4,8
3/28/2017,1044.58,1064.65,1027.73,1047.15,17008241726,0.985683723,108552.7169,0.530614189,7.714896109,4.75705E+11,427464477.2,409096.064,3665352.271,10.7,2192722.65,202688,288024,1896.780645,294001,553956,2332205.311,16242425,70342663.94,243693.4208,233.2217636,15383.63565,8550.245745,1894.5,37624,1617.543461,1071.131742,571.5666667,20190.06667,11442132.57,3763989.217,4344739,19657826,12836242,3.250335648,0.879155796,1.65,10.33333333,49030091.71,13901.86477,49004157,49056310,19,7,11,1
3/27/2017,972.05,1046.4,971.98,1045.77,16983801541,0.900950258,108399.9359,0.60726262,8.210389156,4.75705E+11,314065026.1,303796.6977,3121461.289,19.425,1848434.4,153873,227049,1759.780303,232291,459507,2337117.334,16240487.5,79080569.24,201429.5074,194.8437873,15375.40081,14967.73579,63,45546,1468.144317,628.6010897,489.2333333,8691.966667,8277994.316,7049291.617,32047.5,22223815,12818152,3.074965278,1.004351584,1.55,13.16666667,48989102.63,16321.00098,48960412,49020928,12,5,4,3
3/26/2017,974.02,1007.96,954.19,966.72,15698465531,0.676743084,108281.0105,0.939616627,9.555105035,4.75705E+11,225668754,237293.7761,3925474.045,7.2,2046573.52,153470,217800,1336.837349,221915,468755,1772687.273,16238837.5,71646630.05,147075.3839,154.6517743,1887.442014,1356.277177,81.5,7240,1170.699896,485.756475,491,8316.716667,1030932.194,749105.3817,40255.5,3539073.5,12800919,2.483865741,0.475800885,1.266666667,4.95,48899145.5,25086.55329,48859877,48951100,6,2,2,2
3/25/2017,936.54,975.76,903.71,972.78,15794781102,0.939924932,108168.6711,0.556281469,7.27084078,4.75705E+11,317578894.4,331578.1228,3145108.723,9.55,1696707.27,166144,238389,1826.879699,242975,490876,3359560.99,16236762.5,104602038.4,174323.2885,182.0076516,4083.456424,2067.082391,519,10195,1363.868958,923.819042,521.85,28948.88333,4567058.343,2796614.011,374469.5,11623183.5,12785093,2.814537037,0.78729052,1.433333333,8.95,48802046.17,26485.06367,48761582,48851522,9,4,4,1
3/24/2017,1038.45,1040.47,934.36,937.52,15220718764,0.869937534,108043.6611,0.578077403,7.86606222,4.75705E+11,393959388.2,420627.1495,4161948.385,6.75,2189770.8,180849,283721,1645.005682,289521,540389,3876256.754,16235100,83342548.59,216870.2,231.5505018,3307.905093,1752.66031,624,9881.5,1599.437211,845.5463462,531.6333333,14609.48333,2603186.229,1326104.574,575295,6232283,12767467,3.317604167,1.183258899,1.516666667,13.11666667,48757061.67,6207.109848,48747883,48771581,25,8,10,7
3/23/2017,1050.05,1058.01,1028.93,1038.59,16859314109,0.965088912,107890.5521,0.69092209,7.486146964,4.75705E+11,311908483.3,301915.0937,3499820.233,10.95,2076531,183630,282350,1945.074324,287871,537474,2379458.032,16232900,47857364.16,243809.6127,235.9980763,8830.623495,4740.397931,1470,18806.5,1556.513657,744.6236864,557.3333333,11924.08333,8471592.375,2944565.744,2793723,14383531.5,12748358,3.319768519,1.242172475,1.533333333,10.93333333,48704951.42,30644.23688,48658087,48755684,41,15,18,8
